FORPRINT: Fri Nov  8 17:05:03 2013
       3.5520891     0.058417397
       3.5512618     0.057475674
       3.5513440     0.057308428
       3.5620128     0.058134717
       3.5612189     0.057807679
       3.5633600     0.058199625
       3.5630695     0.056269777
       3.5631190     0.058314922
       3.7293772     0.054269397
       3.7382614     0.054553213
       3.7975480     0.053951792
       3.7975414     0.053951899
       3.7975414     0.053957205
       3.7975345     0.053957642
       3.7975421     0.053955444
       3.7846361     0.062423035
       3.8317187     0.058295408
       3.8366663     0.058788945
       3.8425049     0.058580548
       3.8428767     0.058887690
       3.8418665     0.059707943
       3.8425424     0.059325071
       3.8425049     0.058580548
       3.8428767     0.058887690
       3.8425424     0.059325071
       3.8428885     0.056793893
       3.8410678     0.058180878
       3.8410670     0.058180356
       3.8407820     0.056962175
       3.8410670     0.058180356
       3.8410678     0.058180878
       3.8425424     0.059325071
       3.8418665     0.059707943
       3.8422375     0.060570802
       3.8418619     0.059912885
       3.8420026     0.060668874
       3.8428767     0.058887690
       3.8435566     0.059661030
       3.8434062     0.060514669
       3.8433406     0.060519732
       3.8435566     0.059661030
       3.8434062     0.060514669
       3.8433406     0.060519732
       3.8476928     0.060105293
       3.8481372     0.058279183
       3.8483592     0.059166651
       3.8481372     0.058279183
       3.8483592     0.059166651
       3.8952174     0.056283742
       3.8952174     0.056283742
       4.0553676     0.047874173
       3.8122717     0.068880509
       3.8126960     0.069060496
       3.8126230     0.068907036
       3.8132259     0.066526979
       3.8134028     0.066275262
       3.8138701     0.065898520
       3.8139910     0.065861400
       3.8132039     0.066917942
       3.8134028     0.066275262
       3.8132259     0.066526979
       3.8132039     0.066917942
       3.8139910     0.065861400
       3.8138701     0.065898520
       3.8134028     0.066275262
       3.8132259     0.066526979
       3.8132039     0.066917942
       3.8139910     0.065861400
       3.8138701     0.065898520
       3.8134028     0.066275262
       3.8132259     0.066526979
       3.8132039     0.066917942
       3.8138325     0.065408100
       3.8134062     0.065392149
       3.8139910     0.065861400
       3.8138701     0.065898520
       3.8134028     0.066275262
       3.8132259     0.066526979
       3.8138320     0.065408355
       3.8134057     0.065392278
       3.8141449     0.068095123
       3.8230356     0.067357800
       3.8230359     0.067356699
       3.8230363     0.067357274
       3.8222778     0.068066642
       3.8299333     0.066445748
       3.8382530     0.064941118
       3.8382547     0.064941038
       3.8376103     0.064066663
       3.8395053     0.066769223
       3.8413349     0.065201187
       3.8420887     0.064060493
       3.8421511     0.063654797
       3.8453815     0.064414697
       3.8445348     0.063898541
       3.8496790     0.066539515
       3.8496792     0.066539031
       3.8500299     0.064565428
       3.8497610     0.065024854
       3.8729467     0.065365085
       3.8971798     0.062326696
       4.0019782     0.058496640
       4.0022514     0.058777644
       4.0019782     0.058496640
       4.0022514     0.058777644
       4.0138971     0.057391027
       4.0613466     0.051942005
       3.8335130     0.074949639
       3.8443308     0.073202331
       3.8582498     0.073627380
       3.8723717     0.073170149
       3.9286730     0.067390392
       3.9286730     0.067390604
       3.9563626     0.065918450
       4.0155824     0.061406974
       4.0155822     0.061406758
       4.0159248     0.061695181
       4.0522926     0.062736642
       4.0524099     0.062586045
       4.0552457     0.060733225
       4.0555221     0.060275952
       4.0555220     0.060275915
       4.0554873     0.060757057
       4.0554874     0.060757108
       4.0557352     0.060522196
       4.0555220     0.060275915
       4.0555221     0.060275952
       4.0557352     0.060522196
       4.0552457     0.060733225
       4.0554873     0.060757057
       4.0554874     0.060757108
       4.0555220     0.060275915
       4.0555221     0.060275952
       4.0557352     0.060522196
       4.0552457     0.060733225
       4.0554873     0.060757057
       4.0554874     0.060757108
       4.0571507     0.061276956
       3.7924197     0.083243899
       3.8946457     0.079340928
       3.9769339     0.072690098
       3.9908786     0.070446745
       3.9914930     0.070965356
       3.9913826     0.070970758
       6.0291367      0.23629260
       6.1184963      0.24575552
       6.0446454      0.24734863
       6.1286155      0.25329148
       6.0749962      0.25456680
       6.0757033      0.25470078
       6.0748973      0.25487551
       6.0754732      0.25389069
       6.0753033      0.25498177
     0.021723609      0.27352387
     0.028548696      0.27345799
       6.1521516      0.27590416
       6.1521512      0.27590435
       6.1893247      0.27928447
       6.1893246      0.27928435
     0.011548111      0.27956037
     0.020182776      0.28100911
    0.0075259477      0.27567151
     0.013568791      0.27791902
     0.012452529      0.28052802
     0.016873438      0.27533770
    0.0091585030      0.27835099
     0.019231470      0.27674226
     0.011828045      0.27527930
     0.019761899      0.28050711
     0.011376427      0.27587500
     0.019231654      0.27674150
    0.0075262638      0.27567166
     0.020570119      0.27951865
      0.10937437      0.26129203
      0.10383631      0.27342419
     0.066216250      0.28268980
     0.085415752      0.28281681
       2.4435428     0.022514419
       2.4445962     0.022494471
       2.4435435     0.022514359
       2.4596753     0.023548470
       2.6352231     0.026395510
       2.4861011     0.036030773
       2.4855216     0.035617908
       2.4855210     0.035617418
       2.5932903     0.040100184
       2.5938689     0.041785421
       2.6401287     0.047811153
       2.6449379     0.050839689
       2.6449379     0.050839537
       2.7342389     0.022347676
       2.9750232     0.026828796
       2.8569950     0.032379521
       2.8681822     0.031851198
       2.8705300     0.032598274
       2.8705292     0.032597584
       2.8715599     0.030222045
       2.8726039     0.030638086
       2.9011846     0.041254743
       2.9010233     0.040811639
       2.9010231     0.040811754
       2.9003652     0.041155847
       2.9011845     0.041254821
       2.8197367     0.044613266
       2.9729550     0.049308790
       2.9731199     0.048359989
       2.9740010     0.048233343
       2.9737339     0.048028496
       2.9741455     0.048730380
       2.9741239     0.048666097
       2.9744832     0.050066418
       2.9744829     0.050066594
       2.9731408     0.049983736
       2.9809071     0.048918740
       2.9806367     0.049124831
       2.7378552     0.050834939
       2.9014746     0.052816694
       2.9290803     0.055815541
       2.9290803     0.055815541
       2.9320911     0.054729353
       2.9326468     0.054862051
       2.9322911     0.053134792
       2.9320911     0.054729353
       2.9326468     0.054862051
       2.9885414     0.055302639
       3.0090650     0.055791696
       3.0099501     0.054446915
       2.4000433     0.040647723
       2.5210744     0.047751713
       2.4408752     0.047239283
       2.4408750     0.047241239
       2.4408746     0.047244593
       2.4999249     0.051301228
       2.5078756     0.054042856
       2.5078756     0.054043028
       2.5798069     0.057081732
       2.7564225     0.065886820
       2.2866878     0.047324807
       2.3008266     0.048210393
       2.3452608     0.050617104
       2.3496849     0.051059518
       2.3496846     0.051058964
       2.4786455     0.058854384
       2.4785057     0.058581235
       2.4784484     0.058619291
       2.4795373     0.058499811
       2.4795375     0.058500035
       2.4781798     0.060367821
       2.4785057     0.058581137
       2.4792552     0.059488116
       2.4784485     0.058619477
       2.6042156     0.065445942
       2.6048135     0.065933660
       2.6048154     0.065934724
       2.6048071     0.065937877
       2.6048070     0.065938524
       2.6042156     0.065445942
       2.6048135     0.065933660
       2.6048154     0.065934724
       2.6048071     0.065937877
       2.6048070     0.065938524
       2.6042156     0.065445942
       2.6048135     0.065933660
       2.6048154     0.065934724
       2.6048071     0.065937877
       2.6048070     0.065938524
       2.6038109     0.064716986
       2.8605881     0.076403311
       2.8864802     0.076399707
       2.9067669     0.075679273
       2.9235840     0.077377837
       2.9266915     0.078729986
       2.3670581     0.059079340
       2.3721870     0.058813882
       2.3717096     0.058919374
       2.3894028     0.059218013
       2.3892987     0.057931459
       2.5719367     0.069868599
       2.5831398     0.072445049
       2.7634125     0.081194102
       2.8301881     0.083758124
       2.8301888     0.083758793
       2.8297814     0.083961049
       2.8301881     0.083758124
       2.8301888     0.083758793
       2.8297814     0.083961049
       2.8984505     0.084986763
       2.8989590     0.084275636
       2.9171670     0.084332457
       2.9220703     0.084965107
       2.9247121     0.083135110
       2.9246207     0.083221377
       2.9247686     0.083712236
       2.9266909     0.085104571
       2.5410338     0.076000420
       2.5571649     0.076854924
       2.5578232     0.078091546
       2.5578317     0.078088204
       2.5578256     0.078090349
       2.6215796     0.083160515
       2.6198863     0.084289063
       2.6726190     0.084809256
       2.6726132     0.084809521
       2.6731707     0.083141524
       2.7438005     0.086577967
       2.8165065     0.089465738
       2.8764948     0.092363645
       2.8764968     0.092363781
       2.8761168     0.092078945
       2.8761168     0.092078945
       2.8764948     0.092363645
       2.8764968     0.092363781
       2.8765663     0.090609886
       2.9219688     0.093378989
       2.9219685     0.093378658
       2.7811322     0.094920365
       2.7809349     0.094872483
       2.5260083     0.051744983
       2.5923432     0.055381272
       2.6221564     0.054833638
       2.6221565     0.054834223
       2.7692127     0.061710858
       2.7692129     0.061710897
       2.7695090     0.063002948
       2.7695093     0.063003135
       2.7680788     0.063417932
       2.7691934     0.062706786
       2.8540165     0.064206923
       3.0008304     0.068239319
       3.0488820     0.070594610
       3.0495489     0.069894662
       2.2982558     0.044318105
       2.2983054     0.044286686
       2.2983047     0.044286698
       2.2983074     0.044286877
       2.2983137     0.044288095
       2.2983047     0.044286698
       2.2983137     0.044288095
       2.2983074     0.044286877
       2.2982558     0.044318105
       2.2983054     0.044286686
       2.4037081     0.052213594
       2.4125596     0.051153829
       2.4544330     0.053636916
       2.4565205     0.053484546
       2.5903657     0.060800351
       2.7744216     0.067916730
       2.8036561     0.071152184
       2.9008505     0.074642554
       2.9008504     0.074642361
       2.9002941     0.075003312
       2.9002939     0.075003773
       2.9008505     0.074642554
       2.9002939     0.075003773
       2.9000512     0.073778241
       2.9002941     0.075003312
       2.9008504     0.074642361
       2.9000513     0.073778182
       2.9237247     0.072383656
       2.9283411     0.075710322
       3.0031464     0.075525817
       3.0031463     0.075525773
       3.0892484     0.078332724
       3.0886656     0.078464492
       2.8794892     0.078574022
       2.8858492     0.079480536
       2.8884893     0.079227685
       2.8884893     0.079227647
       2.9248821     0.081826071
       2.9252673     0.080277085
       3.0244422     0.083965594
       3.0240040     0.083361170
       2.3654003     0.061046907
       2.3664622     0.063106461
       2.5227421     0.071349590
       2.5412103     0.074703914
       2.5412691     0.074755701
       2.5839585     0.073558589
       2.6076982     0.077636473
       2.6076982     0.077636473
       2.6209606     0.075729560
       2.6435924     0.078915290
       2.6436821     0.078773676
       2.7162845     0.079722001
       2.7162553     0.079979014
       2.7162555     0.079979067
       2.7162844     0.079722460
       2.7704989     0.084329952
       2.7704983     0.084330787
       2.7705910     0.084320174
       2.7705910     0.084320174
       2.7704989     0.084329952
       2.7704983     0.084330787
       2.8275034     0.086122164
       2.8280802     0.086663528
       2.8278895     0.086591939
       2.8282792     0.086005428
       2.8278895     0.086591939
       2.8280802     0.086663528
       2.8283686     0.087047809
       2.8282340     0.087295301
       2.8278895     0.086591939
       2.8280802     0.086663528
       2.8283686     0.087047809
       2.8282340     0.087295301
       2.8294173     0.085143266
       2.8282792     0.086005428
       2.8449346     0.088085451
       2.8449354     0.088086020
       2.8454879     0.088300023
       2.8454889     0.088300616
       2.8979954     0.088313877
       2.8977442     0.087746968
       2.9380600     0.088878337
       2.9912759     0.089264269
       2.9912553     0.088747333
       3.2235323     0.091378449
       3.2241160     0.091590552
       3.2235319     0.091378354
       3.2233966     0.091161507
       3.2255491     0.091261706
       3.2238318     0.091861072
       3.2235320     0.091378667
       3.2241375     0.091447783
       3.2243130     0.092223365
       3.2237838     0.091321501
       3.2249769     0.093094023
       3.2235321     0.091378679
       3.2249536     0.094549436
       3.2237835     0.091321701
       3.2261112     0.093835292
       3.2243699     0.091708246
       3.2241372     0.091448108
       3.2249144     0.091888492
       3.2274268     0.093159482
       3.2265530     0.091285882
       3.2274264     0.093159468
       3.2256555     0.091984524
       3.2255006     0.092996967
       3.2250960     0.091540977
       3.2279288     0.092218483
       3.2261374     0.091145206
       3.2277670     0.091344517
       3.2277673     0.091345851
       3.2254789     0.095098283
       3.2253793     0.096486788
       3.2282707     0.091714876
       3.2275713     0.096663288
       3.2280927     0.095355312
       3.2238092     0.095715189
       3.2235002     0.095896830
       3.2282879     0.096321477
       3.2249769     0.093094023
       3.2249144     0.091888492
       3.2250960     0.091540977
       3.2261374     0.091145206
       3.2261112     0.093835292
       3.2255491     0.091261706
       3.2265530     0.091285882
       3.2274264     0.093159468
       3.2277673     0.091345851
       3.2282707     0.091714876
       3.2279288     0.092218483
       3.2249536     0.094549436
       3.2256555     0.091984524
       3.2255006     0.092996967
       3.2313690     0.092872804
       3.2274268     0.093159482
       3.2266656     0.090634609
       3.2277670     0.091344517
       3.2299921     0.089147547
       3.2250105     0.090384872
       3.2285335     0.089751079
       3.2282272     0.090304182
       3.2254789     0.095098283
       3.2280927     0.095355312
       3.2256600     0.089014059
       3.2313690     0.092872804
       3.2266656     0.090634609
       3.2261374     0.091145206
       3.2277673     0.091345851
       3.2282707     0.091714876
       3.2282272     0.090304182
       3.2319319     0.090340226
       3.2282879     0.096321477
       3.2261112     0.093835292
       3.2265530     0.091285882
       3.2274264     0.093159468
       3.2279288     0.092218483
       3.2274268     0.093159482
       3.2280927     0.095355312
       3.2277670     0.091344517
       2.1902552     0.057604777
       2.1909121     0.056540236
       2.1905317     0.057624610
       2.3261401     0.066578820
       2.3262913     0.066062481
       2.8116769     0.093738393
       3.0228018      0.10116269
       3.1270225      0.10097173
       3.2243942     0.099723951
       3.2226457      0.10020085
       3.2241640     0.099078060
       3.2240089     0.098528784
       3.2241639     0.099078832
       3.2237359     0.097522470
       3.2257744      0.10255378
       3.2270962      0.10204501
       2.1945009     0.066480548
       2.2537186     0.070470214
       2.2537190     0.070469834
       3.1384319      0.10800970
       3.1384322      0.10800919
       3.2248245      0.10656287
       3.2239846      0.10749699
       3.2251810      0.10679819
       3.2251814      0.10679769
       3.2255487      0.10997237
       2.8431521    -0.018987226
       2.8431520    -0.018987698
       2.7912843    -0.012355526
       2.7910115    -0.012429975
       2.8333341    -0.011659655
       2.8334122    -0.011106396
       2.6824180   -0.0059223859
       2.6824180   -0.0059223202
       2.6820453   -0.0044528086
       2.6820452   -0.0044528009
       2.8165610   -0.0045015250
       2.8165607   -0.0045015813
       3.4294739     0.069055990
       3.4294743     0.069055239
       3.4294683     0.069056845
       3.4294744     0.069055851
       3.6015822     0.066439058
       3.6018755     0.066011396
       3.6018594     0.065801116
       3.6015845     0.066438626
       3.6103574     0.064781259
       3.6104623     0.064928974
       3.7988720     0.055837991
       3.7992665     0.055799813
       3.8228894     0.054341022
       3.8255204     0.056002521
       3.8381140     0.054920059
       3.8395430     0.053814413
       3.8395431     0.053813658
       3.8430775     0.054084848
       3.8438417     0.055030490
       3.8438417     0.055030490
       3.8441379     0.055588901
       3.8471270     0.056277076
       3.8666207     0.053369061
       3.8660278     0.053513828
       3.8991339     0.053347997
       3.8996800     0.053623486
       3.8988424     0.053709960
       3.8991339     0.053347997
       3.8996800     0.053623486
       3.8988424     0.053709960
       3.9024941     0.051548482
       3.9025227     0.052059100
       3.9025217     0.052058813
       3.9031924     0.051774486
       3.9024941     0.051549308
       3.9075734     0.053009687
       3.5637360     0.072352118
       3.7416879     0.066848048
       3.8129208     0.064219119
       3.8126244     0.062718427
       3.8134062     0.065392149
       3.8134057     0.065392278
       3.8138325     0.065408100
       3.8138320     0.065408355
       3.8139910     0.065861400
       3.8138701     0.065898520
       3.8139910     0.065861400
       3.8134028     0.066275262
       3.8138320     0.065408355
       3.8134057     0.065392278
       3.8138701     0.065898520
       3.8138325     0.065408100
       3.8134062     0.065392149
       3.8149274     0.063955112
       3.8153349     0.064014721
       3.8153351     0.064014794
       3.8149274     0.063955112
       3.8153349     0.064014721
       3.8153351     0.064014794
       3.8129208     0.064219119
       3.8134062     0.065392149
       3.8134057     0.065392278
       3.8138325     0.065408100
       3.8138320     0.065408355
       3.8229596     0.062996123
       3.8229603     0.062996465
       3.8227685     0.063350217
       3.8227690     0.063350419
       3.8259750     0.063202143
       3.8258388     0.062320634
       3.8258388     0.062320634
       3.8354238     0.061391652
       3.8376103     0.064066663
       3.8382547     0.064941038
       3.8382530     0.064941118
       3.8376103     0.064066663
       3.8389275     0.061848177
       3.8409245     0.061436271
       3.8409165     0.061437366
       3.8407122     0.061562480
       3.8407121     0.061563440
       3.8416139     0.062813028
       3.8421511     0.063654797
       3.8416139     0.062813028
       3.8427637     0.061868655
       3.8420404     0.061248338
       3.8422375     0.060570802
       3.8420026     0.060668874
       3.8427637     0.061868655
       3.8420404     0.061248338
       3.8418665     0.059707943
       3.8418619     0.059912885
       3.8422375     0.060570802
       3.8420026     0.060668874
       3.8420404     0.061248338
       3.8435566     0.059661030
       3.8434062     0.060514669
       3.8433406     0.060519732
       3.8422375     0.060570802
       3.8420026     0.060668874
       3.8420404     0.061248338
       3.8418619     0.059912885
       3.8418665     0.059707943
       3.8433406     0.060519732
       3.8434062     0.060514669
       3.8420026     0.060668874
       3.8422375     0.060570802
       3.8420404     0.061248338
       3.8418665     0.059707943
       3.8418619     0.059912885
       3.8434062     0.060514669
       3.8433406     0.060519732
       3.8422375     0.060570802
       3.8420026     0.060668874
       3.8420404     0.061248338
       3.8416139     0.062813028
       3.8421511     0.063654797
       3.8420887     0.064060493
       3.8445348     0.063898541
       3.8453815     0.064414697
       3.8465556     0.062519021
       3.8464225     0.062818442
       3.8453981     0.062637466
       3.8456315     0.061857496
       3.8476928     0.060105293
       3.8476928     0.060105293
       3.8514648     0.063427669
       3.8516917     0.063171593
       3.8526152     0.062091503
       3.8627297     0.059411714
       3.8720988     0.060058892
       3.8945636     0.059502951
       3.8971798     0.062326696
       3.8952174     0.056283742
       3.8937983     0.057422799
       3.8984535     0.057121731
       3.8960424     0.061309354
       3.9005102     0.062412005
       3.8961734     0.054269376
       3.9031393     0.057473311
       3.9817989     0.053644266
       3.9823796     0.053618317
       3.9819046     0.053548238
       3.9817987     0.053644437
       3.9823796     0.053618105
       3.9836500     0.055341791
       3.9836963     0.055068829
       3.9842127     0.054978773
       3.9956060     0.051793172
       3.9958518     0.051994023
       3.9956604     0.051961507
       3.9963569     0.053237875
       3.9959985     0.052656846
       3.9963569     0.053237875
       3.9981409     0.053531405
       3.9983959     0.053586446
       3.8095195     0.072495888
       3.8122717     0.068880509
       3.8126230     0.068907036
       3.8126960     0.069060496
       3.8512267     0.069434660
       3.9101514     0.066116938
       3.9533813     0.063661845
       3.9541176     0.064210582
       3.9538681     0.064141929
       3.9535173     0.064707569
       3.9898747     0.062907822
       3.9929013     0.061760115
       4.0563578     0.058392222
       3.3031222     0.093230040
       3.3092052     0.092616766
       3.3008672     0.092767845
       3.3028492     0.092104312
       3.3008355     0.098261087
       3.3022693     0.099323437
       3.3007554     0.095213804
       3.3073176     0.089148720
       3.3034339     0.097661210
       3.3007555     0.095213874
       3.3011079     0.096488318
       3.3034328     0.097662517
       3.3112800     0.096904629
       3.3112809     0.096904375
       3.3118231     0.094845565
       3.3092014     0.097479689
       3.3119470     0.097769557
       3.3091481     0.097346880
       3.5790959     0.088598991
       3.5790965     0.088598255
       3.5851477     0.087840617
       3.6608555     0.086504377
       3.7619758     0.078555892
       3.8345615     0.075567514
       3.8347310     0.075541745
       3.8546802     0.076429821
       3.9021083     0.074768796
       3.9588228     0.069479909
       3.9584741     0.070133416
       3.9609988     0.069423612
       3.9611006     0.069536870
       4.0231213     0.065480025
       3.6385805     0.091619039
       3.6395537     0.093574532
       3.6391370     0.092515113
       3.6399332     0.094089145
       3.6399726     0.093817249
       3.6432567     0.093090352
       3.6426316     0.092582003
       3.6446972     0.088420739
       3.6428146     0.094576729
       3.6392512     0.089426621
       3.6446976     0.088420697
       3.6406703     0.094828122
       3.6437098     0.095368183
       3.6464111     0.096248427
       3.6395739     0.095701095
       3.6407446     0.095633332
       3.6457849     0.096425179
       3.6420533     0.095419628
       3.6411126     0.095005114
       3.6420859     0.095683258
       3.8964688     0.083105782
       3.8970681     0.083518923
       3.9776781     0.077968274
       3.9775288     0.077255220
       3.9775288     0.077255220
       3.2967636      0.10443578
       3.2958121      0.10559983
       3.2961193      0.10780895
       3.2958120      0.10559909
       3.2958903      0.10927880
       3.2975153      0.10884339
       3.2958904      0.10927835
       3.2957280      0.10756678
       3.2957350      0.10756711
       3.2965304      0.10923706
       2.9376748     0.063833590
       2.9452121     0.062607155
       2.9452172     0.062868990
       2.9452121     0.062607155
       2.9452172     0.062868990
       2.9676205     0.062516476
       2.9717392     0.060367949
       2.9686380     0.062141516
       2.9686377     0.062140897
       2.9727518     0.063961927
       3.0514622     0.064206627
       3.1263080     0.065610380
       3.1263097     0.065619747
       3.2908683     0.068422891
       3.2908667     0.068429259
       3.2908695     0.068425761
       3.2908610     0.068424751
       3.2908619     0.068423212
       3.2908605     0.068421413
       3.2908612     0.068424864
       3.2908588     0.068423083
       3.2911252     0.068363403
       3.2908569     0.068419077
       3.2911252     0.068364003
       3.2908542     0.068424910
       3.2908630     0.068418729
       3.2914748     0.067847388
       3.2911250     0.068363268
       3.2908604     0.068424875
       3.2908669     0.068420537
       3.2914751     0.067847400
       3.4535025     0.064359124
       3.4569196     0.063157318
       3.5451809     0.062754501
       3.5451808     0.062754416
       3.6116050     0.059541898
       2.9438486     0.070007216
       2.9440323     0.070242135
       2.9443646     0.070098142
       2.9461416     0.070212800
       3.1543623     0.073898766
       3.1542010     0.073031855
       3.1552207     0.074185311
       3.1542749     0.072790153
       3.4129388     0.073745520
       3.5661961     0.068741381
       3.5665254     0.068023501
       3.5665254     0.068023501
       3.5661961     0.068741381
       3.5957255     0.068167336
       3.5990498     0.070229849
       3.5998173     0.069353354
       3.1482179     0.083714188
       3.1482182     0.083714010
       3.1482180     0.083714303
       3.1489858     0.084402942
       3.1489855     0.084403321
       3.1489858     0.084402956
       3.1562706     0.083096795
       3.1562707     0.083095692
       3.6200155     0.073971675
       3.1550532     0.090315593
       3.1553464     0.089797481
       3.2997024     0.088970841
       3.2997028     0.088970677
       3.4017953     0.086842361
       3.4017951     0.086842079
       3.4108353     0.087811117
       3.4118397     0.088574061
       3.4101765     0.087879017
       3.5805123     0.084069331
       3.6493189     0.080314988
       3.6493189     0.080314988
       3.2212892     0.095192814
       3.2174587     0.099978583
       3.2212856     0.095187653
       3.2212857     0.095187168
       3.2176218     0.097171812
       3.2226457      0.10020085
       3.2211858     0.096591584
       3.2196176     0.095063253
       3.2224699     0.096720588
       3.2211859     0.096591810
       3.2183260     0.097590821
       3.2196148     0.095063055
       3.5685509     0.091651477
       3.5685522     0.091650256
       3.5966434     0.090105442
       3.5971827     0.089456026
       2.9815096      0.10122460
       3.0681099      0.10354622
       3.2243942     0.099723951
       3.2270962      0.10204501
       3.2257744      0.10255378
       3.2251810      0.10679819
       3.2248245      0.10656287
       3.2251814      0.10679769
       3.2270962      0.10204501
       3.2304556      0.10324897
       3.2257744      0.10255378
       3.6514116     0.095592527
       3.6581005     0.095061547
       3.6993730    -0.028852440
       3.6993738    -0.028853454
       3.5979525    -0.022894275
       3.6742668    -0.023699426
       3.6743731    -0.024372322
       3.6748632    -0.024143246
       3.9449764    -0.034971774
       3.9449764    -0.034971774
       4.0922824    -0.030285222
       4.1066043    -0.029778419
       4.0046950    -0.024890695
       4.0271463    -0.024105162
       4.0271518    -0.024104869
       4.0270395    -0.023674671
       4.0274620    -0.023512473
       4.0271463    -0.024105162
       4.0271518    -0.024104869
       4.0270395    -0.023674671
       4.0274620    -0.023512473
       4.1112790    -0.021450602
       3.5416680    -0.030055546
       3.5404830    -0.029549183
       3.5406812    -0.030199360
       3.5413155    -0.029128969
       3.5408347    -0.028910472
       3.5406861    -0.029416725
       3.5403590    -0.030123869
       3.5390030    -0.028522995
       3.5408347    -0.028910472
       3.5394143    -0.028516562
       3.5400853    -0.028187403
       3.6951195    -0.026890568
       3.6951202    -0.026890758
       3.8032544    -0.023585263
       3.9340725    -0.040135376
       3.9329812    -0.039778891
       3.9397479    -0.038158206
       3.9714924    -0.039243300
       3.9727729    -0.037850393
       3.9732191    -0.038327690
       3.9722346    -0.039230236
       4.1068972    -0.031808962
       3.9504261    -0.031465584
       3.9527202    -0.030207925
       3.9547902    -0.030575314
       3.9545735    -0.031030011
       3.9545735    -0.031030011
       3.9547902    -0.030575314
       3.9556610    -0.032432456
       4.0293297    -0.020343164
       3.9630364    -0.016175518
       3.8881896     0.084516209
       3.9017666     0.084502110
       3.9018787     0.084232356
       3.9018548     0.083678617
       3.8997887     0.083646697
       3.9001080     0.084358313
       3.9007742     0.083692406
       3.9001080     0.084358313
       3.9842690     0.074939057
       3.9845881     0.074758957
       3.9848703     0.074989689
       3.9839224     0.075201178
       3.9844029     0.074446127
       3.9844029     0.074446127
       3.9845881     0.074758957
       3.9842690     0.074939057
       3.9848703     0.074989689
       3.9939664     0.076164755
       3.9946567     0.075104141
       3.9944325     0.075564088
       3.9940496     0.075173364
       3.9948497     0.074931117
       3.9948489     0.074930931
       3.9966465     0.075262661
       4.0028376     0.073541640
       4.0040336     0.071897308
       4.0047434     0.072650806
       4.0043807     0.072427992
       4.0043807     0.072427992
       4.0047434     0.072650806
       4.0501638     0.068548682
       4.0497532     0.069053969
       4.0497533     0.069053809
       4.0501638     0.068548682
       4.0497533     0.069053809
       4.0497532     0.069053969
       4.0505414     0.068977028
       4.0505417     0.068977021
       4.0499754     0.067142351
       4.0501638     0.068548682
       4.0505417     0.068977021
       4.0505414     0.068977028
       6.0022729      0.22365837
       6.0021813      0.22323350
       6.0909023      0.23031633
       6.0696083      0.23768809
       6.1237089      0.25003312
       6.1236457      0.25054690
       6.1233065      0.25075619
       6.1228270      0.24966836
       6.1238817      0.25026065
       6.1881582      0.25362061
       6.1873023      0.25410430
       6.2509260      0.25397064
       6.2509260      0.25397064
       6.1278212      0.25668744
       6.1277132      0.25656960
       6.1272493      0.25644328
       6.1277960      0.25591986
       6.1277765      0.25583928
       6.1275515      0.25581697
    0.0087866542      0.26224699
     0.081642969      0.26520582
       6.1319663      0.26551673
       6.1309823      0.26627827
       6.1319677      0.26551653
       6.1296952      0.26661002
       6.2042218      0.26508278
       6.1278168      0.26953895
     0.069898941      0.27970563
       5.6180474    -0.020744724
       5.5420134    -0.013490803
       5.5696111    -0.014424877
       5.5705169    -0.013503656
       5.5701060    -0.013353090
       5.6281524    -0.010841255
       5.4378588   -0.0038770609
       5.5618644   -0.0071738545
       5.6891415   -0.0056088266
       5.6891414   -0.0056086116
       5.4342521    0.0036625898
       5.4341302    0.0017809747
       5.4458393    0.0012021038
       5.5694479    0.0010524773
       5.4424505    0.0055991034
       5.4425453    0.0084483632
       5.4415906    0.0075081634
       5.5190191    0.0078191850
       5.5763899    0.0099640515
       5.5678753     0.017774180
       5.5980482     0.017919752
       5.4183746   -0.0081735435
       5.5027136   -0.0034061980
       5.4424505    0.0055991034
       5.4415906    0.0075081634
       5.4424505    0.0055991034
       5.4424505    0.0055991034
       5.4444835    0.0044055686
       5.4498324    0.0061268688
       5.4671273     0.010559625
       5.4677598     0.011471115
       5.5303528     0.014249032
       5.5833405     0.012291441
       5.5834605     0.012259270
       5.5834605     0.012259270
       5.5833405     0.012291441
       5.5877625     0.019066868
       5.5876257     0.018968401
       5.5876257     0.018968401
       5.5877625     0.019066868
       6.0348833    -0.014699177
       6.1107662    -0.017494774
       6.1123916    -0.017650170
       6.1157304    -0.015717868
       6.1148183    -0.017203034
       6.1211841    -0.017457810
       6.1783860    -0.015216810
       6.2698515    -0.017222367
      0.10698629    -0.016106935
       5.6252335    -0.010851337
       5.6272501   -0.0098606862
       5.6505318   -0.0089256063
       5.7830339   -0.0086520077
       6.1853310   -0.0087932991
       5.6369617  -0.00014171403
       5.7394220  -0.00025870081
       6.0701109   -0.0026569921
       6.0760801   -0.0019239790
       6.0754721   -0.0014858757
       6.1739865   -0.0035190617
       6.1943754  -0.00097432670
       6.1945557  -0.00060123199
       6.2186198   -0.0028333323
       6.2665590  -0.00050692833
       6.2665520  -0.00051070361
   0.00032273561   -0.0014547772
   0.00032267210   -0.0014545613
   0.00011284951   -0.0016159806
   0.00011288671   -0.0016156780
       5.6189081    0.0056967010
       5.9673596    0.0067191805
       5.9852544    0.0072486803
       5.9852545    0.0072488630
