FORPRINT: Fri Nov  8 17:05:03 2013
      0.82280001    0.0096152611
      0.82280001    0.0096152611
      0.87172030     0.010203341
      0.88850685    0.0079069539
      0.88850560    0.0079070489
      0.91966351    0.0087434734
      0.91993498    0.0091106196
      0.17146647     0.015930962
      0.17146651     0.015930626
      0.17146636     0.015930841
      0.17146651     0.015930626
      0.17146636     0.015930841
      0.17146647     0.015930962
      0.18408194     0.015787492
      0.18408193     0.015787170
      0.18441402     0.014756343
      0.18441390     0.014756760
      0.29398490     0.016161427
      0.29398527     0.016161166
      0.29278443     0.015778046
      0.29277656     0.015777948
      0.29277642     0.015778134
      0.29278248     0.015778491
      0.35695715     0.016461935
      0.35695649     0.016461411
      0.66632030     0.016939031
      0.72188448     0.015884310
      0.72188448     0.015884310
      0.72188448     0.015884310
      0.74412071     0.015701157
      0.74412053     0.015701214
      0.86860980     0.016362982
      0.86904678     0.017126709
      0.92812581     0.017808467
       4.1399407   -0.0011745616
       4.1346909    0.0064412354
       4.1346909    0.0064408560
       4.1437790    0.0041326355
       4.1579133     0.012536351
       4.1579064     0.012529039
       4.1579150     0.012528153
       3.1495170    -0.019793140
       3.6813720    -0.019850228
       3.6938737    -0.020717390
       3.8869579    -0.021699489
       2.9022805    -0.013909845
       2.9191906    -0.014254425
       2.9914270    -0.013408184
       3.3919180    -0.011003967
       3.4423254    -0.013989934
       3.4419437    -0.014263947
       3.4430501    -0.013703331
       3.4416101    -0.013759244
       3.4429275    -0.013368637
       3.4423254    -0.013989934
       3.4429275    -0.013368637
       3.4430501    -0.013703331
       3.4419437    -0.014263947
       3.4416101    -0.013759244
       3.4429275    -0.013368637
       3.4416101    -0.013759244
       3.4430501    -0.013703331
       3.4419437    -0.014263947
       3.4423254    -0.013989934
       3.7306872    -0.013908224
       4.0873588    -0.014408177
       4.0877225    -0.014755189
       2.6253842   -0.0030294865
       2.6253842   -0.0030294752
       2.6253920   -0.0030343665
       3.5710954   -0.0039729389
       3.5710953   -0.0039721422
       3.5710948   -0.0039706627
       3.8408514   -0.0039775189
       3.8408513   -0.0039771962
       3.8417587   -0.0053128970
       3.8417586   -0.0053131840
       3.8474086   -0.0082130579
       3.8443219   -0.0033022580
       3.8443216   -0.0033019360
       3.8428063   -0.0022437387
       3.8428062   -0.0022439675
       3.8692135   -0.0067792128
       3.8692131   -0.0067795652
       4.0298192   -0.0069099650
       4.0465207   -0.0044004929
       2.9422798    0.0031244245
       2.9422797    0.0031243816
       3.0315737    0.0041047415
       3.0315741    0.0041049536
       3.0315742    0.0041054050
       3.0342032    0.0015811659
       3.0342033    0.0015814368
       3.0342033    0.0015814553
       3.1463201    0.0019846778
       3.1463201    0.0019852153
       3.3155803    0.0021904346
       3.3155805    0.0021908089
       3.4987973    0.0024320602
       3.4987969    0.0024322810
       3.6377611    0.0010626516
       3.6377610    0.0010626889
       3.8591736    0.0014419432
       3.8585514   0.00073182403
       3.8591739    0.0014419463
       3.8585523   0.00073158051
       3.9045732    0.0015482116
       4.1401797    0.0010714099
       4.1404790    0.0016491325
       4.1415077    0.0037640576
       4.1421962    0.0031883999
       4.1415076    0.0037634880
       4.1451229    0.0035259638
       4.1457375    0.0040285753
       2.9705516    0.0081796728
       3.0128267    0.0086275566
       3.1433322    0.0085646747
       3.1433326    0.0085645859
       3.1835601    0.0093572289
       3.2774651     0.010711503
       3.2776596     0.010581094
       3.2767498     0.011368189
       3.2774651     0.010711503
       3.2776596     0.010581094
       3.2767498     0.011368189
       3.2768228    0.0094618949
       3.3133950    0.0080323922
       3.7132715     0.011022013
       3.7133999     0.010543065
       3.7133478     0.010620608
       3.7132731     0.011021507
       3.7139508     0.010102038
       3.7403030    0.0093074423
       3.8139703     0.010822469
       3.8132837     0.011393260
       3.8140319     0.010600840
       3.8140319     0.010600840
       3.8139703     0.010822469
       3.9313137    0.0094340299
       3.9317641    0.0092586831
       3.9319565    0.0089749809
       3.9313137    0.0094340299
       3.9319565    0.0089749809
       3.9317641    0.0092586831
       3.9566589    0.0088625445
       4.1433969    0.0074514421
       2.8306934     0.015338198
       2.8396165     0.015817576
       2.8396164     0.015817820
       3.1898846     0.016970350
       3.3200260     0.017599321
       3.3197098     0.017132188
       3.4449810     0.014958678
       3.6712750     0.016780288
       3.7961332     0.018257834
       3.8509268     0.017085315
       3.9564879     0.017502272
       2.7253284    -0.015061654
       2.7950462    -0.015872133
       2.8082228    -0.016704917
       2.9094263    -0.016129528
       2.9201414    -0.016195534
       2.9523690    -0.017934162
       2.9520814    -0.017942367
       2.9523736    -0.018645776
       3.0205751    -0.017069607
       3.0200916    -0.016450937
       3.0204716    -0.016012609
       3.0204732    -0.017232411
       3.4482527    -0.016639467
       3.4760952    -0.016832069
       3.5459807    -0.017021478
       3.5477704    -0.018078320
       3.6791389    -0.017013350
       3.7852936    -0.016099274
       3.8864527    -0.015285232
       3.8864521    -0.015285521
       2.5984461   -0.0081541948
       2.7757996   -0.0085306714
       2.7754822   -0.0090554392
       2.8201495   -0.0092205991
       2.8204290   -0.0096154305
       2.8204293   -0.0096158170
       2.8201492   -0.0092208341
       2.8336059   -0.0075026833
       2.8336056   -0.0075026682
       2.8336057   -0.0075027982
       2.8463927   -0.0095218146
       2.8453796   -0.0097880754
       2.8457955    -0.010735299
       3.1388073   -0.0089401626
       3.1381664   -0.0091422403
       3.3356778   -0.0079044614
       3.5357187   -0.0077891281
       3.5357187   -0.0077889008
       3.6504257   -0.0073669801
       3.6504256   -0.0073666332
       2.4686021   -0.0019883095
       2.5491816   -0.0016933473
       2.6004882   -0.0042686558
       2.6000021   -0.0031248771
       2.6260009   -0.0023372823
       2.6256950   -0.0026965134
       2.6256988   -0.0026951553
       2.6264464   -0.0028345828
       2.6256944   -0.0026964589
       2.6260015   -0.0023370563
       2.6264464   -0.0028346352
       2.6264465   -0.0028348789
       2.8617524   -0.0016821748
       2.8617526   -0.0016820759
       2.8823530   0.00015800752
       2.8823508   0.00015688050
       2.8823566   0.00015498145
       2.8823543   0.00015367204
       2.8823512   0.00015765756
       2.8823507   0.00015716300
       2.8823504   0.00015462199
       2.8823451   0.00015945341
       2.9323415   -0.0030513491
       2.9323420   -0.0030508779
       2.9380981  -0.00098598419
       2.9380984  -0.00098643945
       2.9375639  -0.00063978325
       2.9375639  -0.00063956365
       2.9712472   -0.0019570030
       2.9709253   -0.0021804935
       2.9712471   -0.0019567362
       2.9707119   -0.0029464857
       2.9709252   -0.0021806620
       2.9707119   -0.0029462136
       2.9709251   -0.0021807493
       3.2214627   -0.0026522511
       3.2209266   -0.0028570609
       3.2214628   -0.0026524205
       3.2209275   -0.0028570239
       3.2214630   -0.0026523099
       3.2209273   -0.0028571043
       3.3078585    0.0011894283
       3.3078582    0.0011893069
       3.3080814  -0.00031870412
       3.3080811  -0.00031903528
       2.5099527    0.0071410758
       2.5099536    0.0071408331
       2.6232003    0.0039392135
       2.6232009    0.0039390338
       2.6232008    0.0039393004
       2.6245168    0.0044887630
       2.6245162    0.0044884635
       2.6526400    0.0047500005
       2.6526397    0.0047498732
       2.8347909    0.0063380183
       2.8347910    0.0063378722
       2.8347910    0.0063378722
       2.8347909    0.0063380183
       2.8360776    0.0056258472
       2.8360777    0.0056256099
       2.8361605    0.0053916559
       2.8361605    0.0053915801
       2.8360777    0.0056256099
       2.8360776    0.0056258472
       2.9177467    0.0051823901
       2.9175818    0.0049626273
       2.9175817    0.0049621990
       2.9177467    0.0051820091
       3.0159929    0.0044357257
       3.0162681    0.0038949232
       3.0162675    0.0038952343
       3.0158068    0.0042168347
       3.0158072    0.0042169443
       3.0159937    0.0044354857
       3.0162679    0.0038950919
       3.0162590    0.0045725405
       3.0162596    0.0045723707
       3.1861326    0.0067076301
       3.1861335    0.0067073516
       3.3109001    0.0047133751
       3.3107780    0.0056294882
       3.3107783    0.0056294256
       3.3109003    0.0047132542
       3.3118444    0.0063808154
       3.3118441    0.0063805149
       3.3107780    0.0056294882
       3.3109003    0.0047132542
       3.3107783    0.0056294256
       3.3109001    0.0047133751
       3.3107780    0.0056294882
       3.3118441    0.0063805149
       3.3107783    0.0056294256
       3.3118444    0.0063808154
       3.3122711    0.0054086848
       3.3122708    0.0054081821
       3.3127297    0.0056422639
       3.3127303    0.0056426788
       3.4967026    0.0059791378
       3.4967018    0.0059790640
       3.5331845    0.0057591054
       3.5336557    0.0043072824
       3.5336552    0.0043075016
       3.5331841    0.0057594230
       3.5342856    0.0053251431
       3.5342863    0.0053253793
       3.6600016    0.0056688942
       3.6600021    0.0056690865
       4.1228486    0.0070568958
       2.5074070     0.012009931
       2.5454033     0.011941269
       2.5455188     0.011794210
       2.5484754     0.012509753
       2.5485458     0.012802163
       2.5484757     0.012510456
       2.5484754     0.012509753
       2.5485458     0.012802163
       2.5484757     0.012510456
       2.5745897     0.012549117
       2.5745901     0.012549011
       2.5889212     0.012177801
       2.5886194     0.011661845
       2.5902514     0.012881693
       2.5901192     0.013179433
       2.5872212     0.010665052
       2.5880671     0.013449458
       2.5898251     0.010510369
       2.5902448     0.010739766
       2.5884620     0.010970277
       2.6438340     0.011382949
       2.6438339     0.011383033
       2.6438339     0.011383033
       2.6438340     0.011382949
       2.7162695     0.012096204
       2.7340786     0.012459802
       2.7340917     0.012838854
       2.7700248     0.011806503
       2.8549983     0.011055119
       2.8558672     0.011089786
       3.0004457     0.011544332
       3.0008422     0.011855478
       3.0004456     0.011544460
       3.0003769     0.011592755
       3.0003770     0.011592633
       3.2759176     0.012040190
       3.2759476     0.011097797
       3.2767498     0.011368189
       3.2854090     0.014270919
       3.2854093     0.014270117
       3.2860211     0.013585095
       3.4814299     0.012538945
       3.8139703     0.010822469
       3.8132837     0.011393260
       2.5823317     0.019945769
       2.5812696     0.019409378
       2.5823032     0.019790159
       2.5812118     0.019876285
       2.7253150     0.019370575
       2.7253152     0.019370425
       2.8354508     0.021025158
       2.8874774     0.021771616
       3.1574176     0.021044324
       3.1568310     0.021456899
       3.1575770     0.021024697
       3.1568307     0.021457101
       3.1579541     0.022337624
       3.3179339     0.018067896
       3.3179344     0.018067633
       3.3151698     0.018069315
       3.3200260     0.017599321
       3.3146663     0.023315843
       3.3180941     0.022749347
       3.3166341     0.021549161
       3.3180961     0.020890195
       3.3186203     0.019685198
       3.3192251     0.018957140
      0.47644687      0.22433246
      0.39740842      0.23823197
      0.45136186      0.23248281
      0.47560624      0.23057811
      0.47544377      0.22932882
      0.47544368      0.22932836
      0.47803995      0.23096681
      0.47874970      0.23142337
      0.30081320      0.25093394
      0.38144120      0.24529823
      0.49919392      0.23633800
      0.53268851      0.23174863
      0.54686139      0.23140539
      0.54754433      0.23127441
      0.54686139      0.23140539
      0.54754433      0.23127441
      0.34470629      0.25502740
      0.37260474      0.25342151
      0.39973928      0.25251620
      0.39973891      0.25251659
      0.39973928      0.25250888
      0.53855771      0.23828972
      0.54055930      0.23858645
      0.51605220      0.24952418
      0.54510758      0.24461519
      0.58390628      0.24161042
      0.34191543      0.26894633
      0.43138321      0.26266663
      0.43158862      0.26217643
      0.43158862      0.26217643
      0.43138321      0.26266663
      0.43158862      0.26217643
      0.43138321      0.26266663
      0.51460652      0.25574280
      0.57383394      0.24959119
      0.47644687      0.22433246
      0.47544760      0.22530167
      0.47694146      0.22699977
      0.47665328      0.22745143
      0.47707932      0.22731102
      0.47689884      0.22853315
      0.47786614      0.22883236
      0.47786868      0.22883648
      0.47786849      0.22883283
      0.47662360      0.22785951
      0.47697935      0.22772773
      0.51078421      0.22980917
      0.51097613      0.22964090
      0.51097638      0.22964800
      0.51196622      0.22986691
      0.51184719      0.22915187
      0.49847456      0.23873876
      0.35040099      0.25950818
      0.35730760      0.25997970
      0.38702916      0.25497943
      0.41889114      0.25421518
      0.41868062      0.25434040
      0.20728238      0.27396507
      0.32781915      0.26940573
      0.32737649      0.26901639
      0.36387128      0.26554661
      0.43210691      0.26125918
      0.51122073      0.25394393
      0.51096462      0.25320660
      0.57443737      0.24682129
      0.35982718      0.27129503
      0.54057827      0.25601980
      0.54057827      0.25601980
      0.57841220      0.25033643
      0.57936739      0.25010116
       6.0755093    -0.020583553
       6.0878715    -0.021679145
       6.0877585    -0.021802139
       6.0877535    -0.021806772
       6.0877497    -0.021803432
       6.0860988   -0.0042122308
       6.1005360   -0.0068149038
       6.1035828     0.017401890
       3.0772358    -0.029718745
       3.0766060    -0.029132941
       3.0767785    -0.031483148
       3.0768623    -0.030763331
       3.0776628    -0.031639680
       3.0776772    -0.030070971
       3.0776772    -0.030070971
       3.0772358    -0.029718745
       3.0766060    -0.029132941
       3.0776628    -0.031639680
       3.0767785    -0.031483148
       3.0768623    -0.030763331
       3.2599640    -0.023634283
       3.0768975    -0.032827049
       3.0777723    -0.032755452
       3.0844395    -0.032743747
       3.0837297    -0.033069408
       3.1897066    -0.032810155
       3.0952421    -0.026322897
       3.0971299    -0.024207705
       2.4499665   -0.0046927645
       2.5736665   -0.0052540591
       2.5521579   0.00076044885
       2.5522282    0.0011921374
       2.3067594     0.018130497
       2.3067597     0.018131146
       2.4434390     0.016247963
       2.4431112     0.016493106
       2.4431113     0.016491150
       2.4431109     0.016496080
       2.4431109     0.016496080
       2.4434390     0.016247963
       2.4431113     0.016491150
       2.4431112     0.016493106
       2.4445092     0.018335326
       2.4436189     0.018122284
       2.5572622     0.015217044
       2.5572630     0.015217681
       3.1507142     0.026633133
       3.1517652     0.025908934
       3.1663666     0.027812521
       3.1663717     0.027490575
       3.1663666     0.027812521
       3.1663717     0.027490575
       3.1740296     0.026975994
       3.3951823     0.027074286
       3.3947770     0.025001447
       3.3895407     0.031982283
       3.3891674     0.029734901
       3.3910897     0.030269065
       3.3978343     0.031354971
       3.3978341     0.031354759
       3.4852412     0.024195325
       3.5924286     0.023078733
       3.5924279     0.023079141
       3.7144764     0.022257655
       3.7145811     0.022856036
       3.7150949     0.022454019
       3.7145811     0.022856036
       3.7150949     0.022454019
       3.7144764     0.022257655
       3.7190193     0.022209641
       3.8022430     0.021544966
       3.8279134     0.021008667
       3.1534241     0.034072280
       3.1534241     0.034072280
       3.1567728     0.034495413
       3.1567724     0.034495693
       3.1531148     0.036715385
       3.1531153     0.036715235
       3.1567728     0.034495413
       3.1567724     0.034495693
       3.1571817     0.035332862
       3.1571456     0.035228626
       3.1567728     0.034495413
       3.1567724     0.034495693
       3.1571817     0.035332862
       3.1571456     0.035228626
       3.1601313     0.032579717
       3.1610147     0.033091722
       3.1603066     0.033466248
       3.1611896     0.033859995
       3.1615782     0.032155496
       3.1617177     0.033034302
       3.1603066     0.033466248
       3.1617177     0.033034302
       3.1601313     0.032579717
       3.1610147     0.033091722
       3.1611896     0.033859995
       3.1615782     0.032155496
       3.1603066     0.033466248
       3.1601313     0.032579717
       3.1610147     0.033091722
       3.1611896     0.033859995
       3.1594815     0.032235788
       3.1624214     0.034998006
       3.1601313     0.032579717
       3.1610147     0.033091722
       3.1603066     0.033466248
       3.1611896     0.033859995
       3.1617177     0.033034302
       3.1624214     0.034998006
       3.1639215     0.034912987
       3.1617177     0.033034302
       3.1631118     0.033176701
       3.1629207     0.033899950
       3.5875047     0.033271223
       3.5869700     0.033876426
       3.5876769     0.034050693
       3.5875047     0.033271223
       3.7661986     0.029174823
       3.8086838     0.026879091
       3.8086837     0.026878675
       3.9688312     0.023411947
       3.9694469     0.024259588
       3.9694466     0.024259411
       3.9692029     0.024194567
       3.9694469     0.024259588
       3.9694466     0.024259411
       3.9703396     0.024241292
       3.9775310     0.023841938
       3.1647177     0.039961533
       3.1647177     0.039961126
       3.1637533     0.040635390
       3.4782632     0.040857828
       3.5360222     0.041008790
       3.7391852     0.038007645
       3.7469235     0.035809975
       3.8701694     0.032110611
       3.8696030     0.032321745
       3.8701694     0.032110611
       3.8696030     0.032321745
       3.8747598     0.033804115
       3.8747595     0.033804511
       3.9308148     0.030790017
       3.9245789     0.028809942
       3.9300786     0.031404225
       3.9308143     0.030790415
       3.9247419     0.035277686
       3.9303497     0.030031934
       3.9308147     0.030790475
       3.9247412     0.035277482
       3.9315388     0.037294290
       3.9237644     0.031343217
       3.9289085     0.034293075
       3.9303497     0.030031832
       3.9766300     0.029953842
       3.9768358     0.029420319
       3.9766836     0.029641256
       3.9773769     0.031102896
       3.9773766     0.031102374
       3.9772979     0.030785677
       3.9774741     0.030759458
       3.9769579     0.030871049
       3.9769705     0.031204408
       3.9772984     0.030786137
       3.9768358     0.029420319
       3.9766836     0.029641256
       3.9766300     0.029953842
       3.9809994     0.031667610
       3.9808509     0.031137416
       3.9835126     0.030895834
       3.2504231     0.048505596
       3.2503966     0.048229200
       3.8008186     0.042249216
       3.8008820     0.041396296
       3.8008188     0.042249194
       3.9841580     0.036699334
       3.9870507     0.037087540
       3.9871394     0.036617799
       3.2111474     0.056891997
       3.2103307     0.056709209
       3.2410373     0.055882895
       3.5599274     0.052369212
       3.7279509     0.051931137
       3.7279507     0.051976267
       3.7840039     0.049687092
       3.7840039     0.049687092
       3.8153475     0.048851612
       3.8224175     0.049770128
       3.8242136     0.050024744
       3.8242133     0.050024388
       3.8364903     0.047613561
       3.8372556     0.048460787
       3.8372545     0.048459230
       3.8874534     0.048875283
       3.2473321     0.065033404
       3.2473315     0.065033919
       3.4486265     0.061692520
       3.4486196     0.061693818
       3.7743584     0.056517774
       3.7746744     0.056429292
       3.7748105     0.056410641
       3.7748105     0.056410641
       3.7746744     0.056429292
       3.7743584     0.056517774
       3.7897873     0.056933452
       3.1706370     0.022414063
       3.3737717     0.027591645
       3.3743947     0.022154430
       3.3768348     0.018849948
       3.3771478     0.019705855
       3.3727634     0.019935907
       3.3732248     0.020293111
       3.3766028     0.023886494
       3.3694314     0.020719203
       3.6724360     0.020325205
       2.8668306     0.027367934
       2.8675119     0.028898280
       2.8685370     0.027774832
       2.8690973     0.028300484
       2.8685370     0.027774832
       2.8690973     0.028300484
       2.8732486     0.028417099
       2.8732486     0.028417099
       2.8748122     0.028809189
       2.8748790     0.029135141
       3.1579289     0.029584959
       3.1575777     0.029549870
       3.1579096     0.032044485
       3.1603066     0.033466248
       3.1601313     0.032579717
       3.1594815     0.032235788
       3.1615782     0.032155496
       3.1615210     0.031443728
       3.1623890     0.031485216
       3.1615232     0.030338126
       3.1623890     0.031485216
       3.1615782     0.032155496
       3.1615210     0.031443728
       3.1615232     0.030338126
       3.1615210     0.031443728
       3.1613200     0.029880402
       3.1615232     0.030338126
       3.1594815     0.032235788
       3.1601313     0.032579717
       3.1610147     0.033091722
       3.1661525     0.031908986
       3.1651240     0.031929596
       3.1652389     0.032111070
       3.2476482     0.031760097
       3.3094910     0.030619729
       3.3094909     0.030620017
       3.3090093     0.029307523
       3.3103301     0.031410262
       3.3106212     0.031876546
       3.3094910     0.030619729
       3.3094909     0.030620017
       3.3100055     0.028093257
       3.3090093     0.029307523
       3.3086039     0.028279131
       3.3079480     0.028790641
       3.4450724     0.029200810
       3.5113940     0.027991510
       3.5549927     0.029760490
       3.7125259     0.025433440
       3.7139218     0.025739478
       3.8517762     0.022570758
       3.8681766     0.022249392
       3.9116744     0.020305567
       3.9394336     0.019115447
       3.9394339     0.019115371
       3.9487563     0.024666190
       3.9448806     0.020937022
       3.9452058     0.018614208
       2.4485738     0.025704027
       2.4563286     0.025028346
       2.4579106     0.027630874
       2.4583240     0.026989958
       2.6086738     0.030637753
       2.6079170     0.030796148
       2.6086738     0.030637753
       2.6079170     0.030796148
       2.6086738     0.030637753
       2.6079170     0.030796148
       2.8505756     0.033400663
       3.1649769     0.036413094
       3.4566896     0.037018500
       3.6300932     0.034965071
       3.8526453     0.030623384
       3.8564005     0.033615976
       3.8606195     0.028331762
       3.8606195     0.028331762
       3.8657386     0.029572115
       3.8657373     0.029571113
       3.9547286     0.030624870
       3.9553001     0.028024047
       3.9566455     0.028794407
       3.9547279     0.030625011
       3.9580931     0.026953252
       3.9580925     0.026952703
       3.9552940     0.027836522
       3.9556630     0.027207143
       3.9576348     0.027948680
       3.9532273     0.028515469
       3.9576348     0.027948680
       3.9553001     0.028024047
       3.9566455     0.028794407
       3.9552940     0.027836522
       3.9556630     0.027207143
       3.9580931     0.026953252
       3.9580925     0.026952703
       2.4897924     0.034831849
       2.4941318     0.034713956
       2.4934854     0.034759943
       2.5662487     0.035716976
       2.5852449     0.037602577
       2.9036505     0.044718069
       2.9282253     0.043329593
       2.9282935     0.043284064
       2.9425277     0.044951455
       2.9574373     0.044182712
       2.9597462     0.044411656
       2.9600343     0.044014012
       2.9600343     0.044014012
       2.9597462     0.044411656
       2.9600343     0.044014012
       3.6302616     0.043108508
       3.6311249     0.040408898
       3.6319446     0.040942129
       3.6311249     0.040408898
       3.6319446     0.040942129
       3.6311249     0.040408898
       3.6319446     0.040942129
       3.7925023     0.039916438
       3.9339480     0.033994834
       3.9346308     0.034172002
       3.9608333     0.035622657
       3.9837570     0.035362888
       2.4866250     0.039800256
       2.8032502     0.048193318
       2.8021294     0.048190529
       2.8021608     0.047440203
       2.9171615     0.049883838
       3.0284296     0.051896537
       3.0564979     0.051879613
       3.3849099     0.051164091
       3.3835999     0.050116716
       3.4690029     0.052655755
       3.5835582     0.049615391
       3.6136118     0.049792457
       3.6143881     0.049231948
       3.6176048     0.051072878
       3.6596610     0.048790672
       3.6597827     0.049642094
       3.6611543     0.050485163
       3.8102249     0.046297757
       3.8102250     0.046298673
       3.8117758     0.046054467
       3.8418865     0.043683832
       2.7600109     0.054946638
       2.8939375     0.058334546
       2.8939373     0.058333494
       2.9063220     0.057937874
       2.9067152     0.057957477
       2.9063220     0.057937874
       2.9067152     0.057957477
       2.9176824     0.059688517
       2.9260040     0.057025879
       2.9298781     0.057099201
       2.9300105     0.057591497
       2.9749556     0.058721198
       2.9773554     0.056194617
       2.9773554     0.056195041
       2.9782583     0.056616869
       2.9779444     0.056545479
       3.0180484     0.060878188
       3.0187590     0.060414535
       3.4373291     0.057526915
       3.4373287     0.057525972
       3.4516938     0.059665936
       3.5513440     0.057308428
       3.5512618     0.057475674
       3.5520891     0.058417397
